metric,env_id,experiment,comparison,variant,variant_label,series,train_delay,eval_delay,x_value,x_label,iqm,q1,q3,n
episode_mean_distance,FetchPush-RemotePDNorm-v0,state_constant,state_info_constant,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(20,20)","(20,20)",0.0,Augmented (+action buffer + delay values),0.1429290735295175,0.05363257193488865,0.2784234081794109,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,state_constant,state_info_constant,unseen,Unseen delay,Unseen delay,"(20,20)","(20,20)",0.0,Unseen delay,0.13093046065188743,0.02944820502972495,0.21051600270771553,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,state_stochastic,state_info_stochastic,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(0,0-20)","(0,0-20)",0.0,Augmented (+action buffer),0.04893312402438684,0.03931929844458493,0.06234204258438205,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,state_stochastic,state_info_stochastic,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(0,0-20)","(0,0-20)",0.0,Augmented (+action buffer + delay values),0.050480342724081126,0.0391276348024557,0.06251790091953002,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,state_stochastic,state_info_stochastic,unseen,Unseen delay,Unseen delay,"(0,0-20)","(0,0-20)",0.0,Unseen delay,0.03272118724374315,0.0210877586131183,0.042918327705039824,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,stochastic_sweep,stochastic_observation_upper,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(0,0-10)","(0,0-10)",10.0,"(0,0-10)",0.047362169393941646,0.039205794388726824,0.056746205994522146,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,stochastic_sweep,stochastic_observation_upper,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(0,0-15)","(0,0-15)",15.0,"(0,0-15)",0.04553660288408835,0.03800015016882255,0.0562486437428619,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,stochastic_sweep,stochastic_observation_upper,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(0,0-20)","(0,0-20)",20.0,"(0,0-20)",0.04900462618239108,0.039389438519719926,0.0587024442961627,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,stochastic_sweep,stochastic_observation_upper,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(0,0-5)","(0,0-5)",5.0,"(0,0-5)",0.038728972776575804,0.03493816636717663,0.042116608875803624,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,stochastic_sweep,stochastic_observation_upper,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(0,0-10)","(0,0-10)",10.0,"(0,0-10)",0.04563275616043994,0.036675681195167474,0.05522984621760807,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,stochastic_sweep,stochastic_observation_upper,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(0,0-15)","(0,0-15)",15.0,"(0,0-15)",0.049438863556546336,0.041054346806760456,0.05967380155196667,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,stochastic_sweep,stochastic_observation_upper,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(0,0-20)","(0,0-20)",20.0,"(0,0-20)",0.05137204555631794,0.043183911064286845,0.06187886064210875,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,stochastic_sweep,stochastic_observation_upper,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(0,0-5)","(0,0-5)",5.0,"(0,0-5)",0.03926006853584266,0.03619617483386875,0.042473939373157896,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,stochastic_sweep,stochastic_observation_upper,unseen,Unseen delay,Unseen delay,"(0,0-10)","(0,0-10)",10.0,"(0,0-10)",0.03155555915740563,0.02081078665881235,0.04354812540588715,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,stochastic_sweep,stochastic_observation_upper,unseen,Unseen delay,Unseen delay,"(0,0-15)","(0,0-15)",15.0,"(0,0-15)",0.030231924809983806,0.0177521571714896,0.04242863178797908,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,stochastic_sweep,stochastic_observation_upper,unseen,Unseen delay,Unseen delay,"(0,0-20)","(0,0-20)",20.0,"(0,0-20)",0.03272118724374315,0.0210877586131183,0.042918327705039824,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,stochastic_sweep,stochastic_observation_upper,unseen,Unseen delay,Unseen delay,"(0,0-5)","(0,0-5)",5.0,"(0,0-5)",0.029087616107921776,0.0176905681638835,0.041191812609058756,100
